Avail,Player,ERA,K,QS,SHD,WHIP,Rank,CBS Salary,Contract Status,Dollars
Free Agent,Daniel Tillo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adrian Morejon,2.51,64,0,19,1.1,527,0.0,FA,7.36
Free Agent,Noah Syndergaard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,William Silva,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jimmy Endersby,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Richmond,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Gallagher,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor Stephan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jason Reitz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Ross,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cade Smith,0.0,0,0,0,0.0,9999,7.0,B,23.76
Free Agent,Mitchell Parker,0.0,0,0,0,0.0,9999,0.0,FA,-9.95
Free Agent,Kyle Young,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Ball,0.0,0,0,0,0.0,9999,0.0,FA,10.7207905413273
Free Agent,Billy Lescher,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Morse,0.0,0,0,0,0.0,9999,0.0,FA,0.893617565486814
Free Agent,Adrian Santana,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Hansen,0.0,0,0,0,0.0,9999,0.0,FA,-6.24938970134828
Free Agent,Chris Wright,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Swiney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Breault,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yacksel Rios,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mike Franco,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Alvarado,4.01,72,0,20,1.29,601,0.0,FA,4.83
Free Agent,Danny Duffy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Elian Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Alex Cook,0.0,0,0,0,0.0,9999,0.0,FA,-4.46254362374504
Free Agent,Adrian Chaidez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hayden Mullins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlos Francisco,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andy Beltre,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Erla,0.0,0,0,0,0.0,9999,0.0,FA,-12.3163508756636
Free Agent,Alfred Gutierrez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Darrell Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Walsh,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Reid-Foley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Neil Holland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Allan Hernandez,0.0,0,0,0,0.0,9999,0.0,FA,-6.96406601456498
Free Agent,Jordan Cooper,0.0,0,0,0,0.0,9999,0.0,FA,-9.15364066703669
Free Agent,Paxton Schultz,4.56,82,0,7,1.48,858,0.0,FA,-8.13
Free Agent,Juan De Paula,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Didier Fuentes,5.32,20,0,4,1.32,898,0.0,FA,-9.54
Free Agent,Julio Eusebio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Zuber,0.0,0,0,0,0.0,9999,0.0,FA,-8.23708290808421
Free Agent,Johnny Slawinski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joey Krehbiel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Uvila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pico Kohn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Bullock,0.0,0,0,0,0.0,9999,0.0,FA,-5.39549388274241
Free Agent,Beck Wheeler,0.0,0,0,0,0.0,9999,0.0,FA,27.0608254310814
Free Agent,Jordan Guerrero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Antonio Knowles,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Wolf,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Then,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wei-Chieh Huang,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle McCoy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryne Stanek,5.43,72,0,20,1.53,816,0.0,FA,-4.95
Free Agent,Devin Smeltzer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Norwith Gudino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tomoyuki Sugano,5.29,94,10,0,1.34,819,0.0,FA,-30.54
Free Agent,Vince Vannelle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brayan Perez,0.0,0,0,0,0.0,9999,0.0,FA,11.3469319849333
Free Agent,Thomas Pannone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Bryant,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colin Peluse,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Winder,0.0,0,0,0,0.0,9999,0.0,FA,-5.20005093214285
Free Agent,Avery Weems,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryce Osmond,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gunner Mayer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braulio Lara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Bellatti,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Enoli Paredes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Carr,0.0,0,0,0,0.0,9999,0.0,FA,2.0342478961764
Free Agent,Tyler Guilfoil,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Devin Sweet,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeremy Kivel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Wagner,0.0,0,0,0,0.0,9999,0.0,FA,-10.1278964265117
Free Agent,Ronan Kopp,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Pena Jr.,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chad Kuhl,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Richard Gallardo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Bird,0.0,0,0,0,0.0,9999,0.0,FA,-3.81808212475584
Free Agent,Tyson Miller,0.0,0,0,0,0.0,9999,0.0,FA,29.6109254762643
Free Agent,Brett Martin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Parker Carlson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Beau Burrows,0.0,0,0,0,0.0,9999,0.0,FA,-2.63989779164355
Free Agent,Lucas Wepf,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Blake Larson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Felipe De La Cruz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Burke,4.4,131,7,0,1.44,673,0.0,FA,-24.28
Free Agent,Sean Nolin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sauryn Lao,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,A.J. Puk,3.41,41,0,10,1.24,824,0.0,FA,0.0
Free Agent,Kyle McMyne,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Schryver,0.0,0,0,0,0.0,9999,0.0,FA,8.7879899977376
Free Agent,Jesse Scholtens,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Preston Johnson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wil Jensen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Berrier,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Cousins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Glenn Otto,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ronny Henriquez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Howard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Wallace,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Stu Flesland III,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pedro Garcia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Turnbull,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aaron Davenport,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brad Allen,0.0,0,0,0,0.0,9999,0.0,FA,2.49331002781017
Free Agent,Cooper Criswell,0.0,0,0,0,0.0,9999,0.0,FA,-6.03
Free Agent,Brett Conine,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jefri Hernandez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lou Trivino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sonny Gray,3.95,170,13,0,1.18,158,0.0,FA,14.7
Free Agent,Yency Almonte,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miguel Pena,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Benjamin Gross,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Irvin Machuca,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Berrios,3.91,37,6,1,1.22,764,0.0,FA,-6.14
Free Agent,Kelena Sauer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Dziedzic,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Holman,0.0,0,0,0,0.0,9999,0.0,FA,-7.7854740177715
Free Agent,Derek Self,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Long,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Houston Roth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Olbis Parra,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,J.B. Olson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Nichols,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Garrett Schoenle,0.0,0,0,0,0.0,9999,0.0,FA,48.2034725458096
Free Agent,Will Vest,2.55,64,0,17,1.13,498,0.0,FA,9.3
Free Agent,Thomas Farr,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Gil,3.47,64,5,0,1.21,606,0.0,FA,-8.05
Free Agent,Jack Hostetler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Stanley,0.0,0,0,0,0.0,9999,0.0,FA,8.7879899977376
Free Agent,Austin Briggs,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Evan Mitchell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brody Jessee,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Morgan McSweeney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jarod Wright,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Montgomery,5.17,82,0,16,1.65,856,0.0,FA,-3.09
Free Agent,Logan Boyd,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jackson Kowar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reid Birlingmair,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose De Leon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Johnson,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Cole McDonald,0.0,0,0,0,0.0,9999,0.0,FA,-7.43929214067573
Free Agent,Brendan McKay,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Brasier,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dallas Keuchel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Peyton Battenfield,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aaron Fossas,0.0,0,0,0,0.0,9999,0.0,FA,2.19608698380894
Free Agent,Andry Lara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-5.91965057702174
Free Agent,Chris Stratton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Long,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Rolison,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Tanner Gillis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Rom,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Victor Garcia,0.0,0,0,0,0.0,9999,0.0,FA,-7.22146724033886
Free Agent,Carlos Rodon,3.5,151,14,0,1.18,171,0.0,FA,4.98
Free Agent,Junior Santos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wilmy Sanchez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Morris,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nabil Crismatt,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braeden Fausnaught,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Seth Keener,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Casey Kelly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Cheshire,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Brickhouse,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adrian Houser,4.39,118,13,0,1.35,618,0.0,FA,-16.64
Free Agent,Joseph Kuzia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tzu-Chen Sha,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy Henry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,P.J. Francescon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mario Sanchez,0.0,0,0,0,0.0,9999,0.0,FA,34.0215521288326
Free Agent,Brett Schulze,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Prielipp,0.0,0,0,0,0.0,9999,0.0,FA,-7.67
Free Agent,Nick Howard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joey Gerber,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Channing Austin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yunior Marte,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cameron Wynne,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Herrmann,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Max Kranick,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Bies,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Anfernee Benitez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Hess,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Juarez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Acuna,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brendan Beck,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braden Zarbnisky,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Vinyard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dalvinson Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Evans,0.0,0,0,0,0.0,9999,0.0,FA,-0.0487506408872961
Free Agent,Anthony Arguelles,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Curtis Taylor,0.0,0,0,0,0.0,9999,0.0,FA,10.2486228739227
Free Agent,Logan Rinehart,0.0,0,0,0,0.0,9999,0.0,FA,35.5744012950271
Free Agent,Jose Davila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jairo Iriarte,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Barbosa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Stashak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robby Rowland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Duque Hebbert,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor Rosenthal,0.0,0,0,0,0.0,9999,0.0,FA,-7.43929214067573
Free Agent,Adrian Martinez,0.0,0,0,0,0.0,9999,0.0,FA,-8.71431911921713
Free Agent,Ben Brecht,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Taylor,0.0,0,0,0,0.0,9999,0.0,FA,0.200423827232847
Free Agent,Ian Bedell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marc Church,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ky Bush,4.62,36,3,1,1.46,872,0.0,FA,0.0
Free Agent,Nate Peterson,0.0,0,0,0,0.0,9999,0.0,FA,-9.52971396742914
Free Agent,Colton Gordon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Nova,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kade Bragg,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Isaac Lyon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Victor Vodnik,4.33,62,0,24,1.76,697,0.0,FA,-7.44
Free Agent,Jose Urquidy,4.25,52,0,13,1.4,810,0.0,FA,-15.1
Free Agent,Jakob Hernandez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Esteban Mejia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eduarniel Nunez,0.0,0,0,0,0.0,9999,0.0,FA,-10.87
Free Agent,Erik Miller,2.94,54,0,19,1.47,750,0.0,FA,0.07
Free Agent,Luis Mey,0.0,0,0,0,0.0,9999,0.0,FA,-13.0908285310577
Free Agent,Sean Manaea,4.5,17,0,3,1.12,852,0.0,FA,3.66
Free Agent,Jordan Mikel,0.0,0,0,0,0.0,9999,0.0,FA,-9.01413929102176
Free Agent,Kit Scheetz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Indigo Diaz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Patrick Halligan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wander Guante,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wilkin Ramos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Frank Lopez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Curlis,0.0,0,0,0,0.0,9999,0.0,FA,-7.67211777249798
Free Agent,Ben Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-1.6895442437461
Free Agent,J.T. Ginn,4.83,57,2,1,1.33,814,0.0,FA,-7.61
Free Agent,Raimon Gomez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pablo Aldonis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Zibin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Gatto,0.0,0,0,0,0.0,9999,0.0,FA,-2.94073567235776
Free Agent,Grant Hartwig,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Fraser Ellard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Anderson Pilar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Gordon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jarod Bayless,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dany Jimenez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Ras,0.0,0,0,0,0.0,9999,0.0,FA,6.16738322910557
Free Agent,Luis Ramirez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeff Bain,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trey McGough,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trystan Vrieling,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Silvano Hechavarria,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ike Schlabach,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chandler Jozwiak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Simon Miller,0.0,0,0,0,0.0,9999,0.0,FA,29.6109254762643
Free Agent,Joan Baez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Case Williams,0.0,0,0,0,0.0,9999,0.0,FA,-0.807693191106629
Free Agent,Jared Karros,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Shores,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy Doyle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Walker Buehler,4.66,42,4,1,1.38,806,0.0,FA,-17.59
Free Agent,Matt Ager,0.0,0,0,0,0.0,9999,0.0,FA,-4.8961017187413
Free Agent,Jack Cushing,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Black,0.0,0,0,0,0.0,9999,0.0,FA,-12.32
Free Agent,Kyle Luckham,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wikelman Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,-13.76
Free Agent,Adam Hill,0.0,0,0,0,0.0,9999,0.0,FA,-5.85310565989997
Free Agent,Dario Beltre,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Lee,0.0,0,0,0,0.0,9999,0.0,FA,-6.57103308356307
Free Agent,Daison Acosta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor Harrison,0.0,0,0,0,0.0,9999,0.0,FA,-8.80306792391597
Free Agent,Jaydenn Estanista,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Philip Abner,0.0,0,0,0,0.0,9999,0.0,FA,-6.81
Free Agent,Justin Lawrence,4.21,59,0,14,1.47,785,0.0,FA,-4.96
Free Agent,Cole Winn,2.57,68,0,8,0.99,590,0.0,FA,-7.48
Free Agent,Jackson Wolf,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Seranthony Dominguez,3.98,69,0,27,1.42,273,0.0,FA,3.61
Free Agent,Aaron Brown,0.0,0,0,0,0.0,9999,0.0,FA,1.07535454004692
Free Agent,Tim Hill,3.32,32,0,12,1.28,781,0.0,FA,-5.85
Free Agent,Peyton Olejnik,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Bachman,6.13,48,0,5,1.55,878,0.0,FA,-10.99
Free Agent,Chandler Marsh,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gonzalo Sanudo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Disla,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Denny Bentley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Speer,0.0,0,0,0,0.0,9999,0.0,FA,-4.527373987489
Free Agent,Jose Olivares,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yoel Espinal,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jaxon Wiggins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Valverde,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pat Monteverde,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Conrad Cason,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Christian Charle,0.0,0,0,0,0.0,9999,0.0,FA,-17.0306320536328
Free Agent,Adam Wolf,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alec Grosser,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Griffin Jax,3.3,84,0,28,1.1,210,0.0,FA,18.85
Free Agent,Wesley Moore,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Street,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brian Moran,0.0,0,0,0,0.0,9999,0.0,FA,7.36082049072587
Free Agent,Dinelson Lamet,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jimmy Joyce,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cameron Leonard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brad Case,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Magdic,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Shields,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Xavier Martinez,0.0,0,0,0,0.0,9999,0.0,FA,-20.7530302043444
Free Agent,Trevor Bauer,0.0,0,0,0,0.0,9999,0.0,FA,-1.14654654601186
Free Agent,Daysbel Hernandez,3.33,48,0,14,1.5,762,0.0,FA,0.0
Free Agent,Maximo Castillo,0.0,0,0,0,0.0,9999,0.0,FA,11.4707510716141
Free Agent,Rob Wort,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Evan Reifert,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Samuel Holland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Valdespina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braden Davis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Nelson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Caleb Sampen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Edwin Quirarte,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Blake Beers,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aldry Acosta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack Wenninger,0.0,0,0,0,0.0,9999,0.0,FA,-6.57103308356307
Free Agent,Asa Lacy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Franny Cobos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jon Perrin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
